2025-09-29 17:38:06 | INFO | root | === curriculum 서비스 시작 ===
2025-09-29 18:06:43 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2025-09-29 18:06:43 | ERROR | service.curriculumService | 쿼리 처리 실패: recursive_top1_selection() got an unexpected keyword argument 'self'
2025-09-29 18:06:43 | ERROR | controller.curriculumController | ❌ API 요청 처리 오류: recursive_top1_selection() got an unexpected keyword argument 'self'
2025-09-29 18:08:08 | INFO | root | === curriculum 서비스 시작 ===
2025-09-29 18:08:08 | INFO | root | 공통 로그 파일: ./logs/curriculum.log
2025-09-29 18:08:08 | INFO | root | Curriculum 전용 로그 파일: ./curriculum.log
2025-09-29 18:08:39 | INFO | service.curriculumService | 쿼리 처리: 인공지능과 반도체를 결합한  커리큘럼을 짜줘

[확장정보] 배경정보: Looking for a curriculum that combines artificial intelligence and semiconductor technology. | 관련키워드: 인공지능, AI, 반도체, 커리큘럼, 컴퓨터공학과, 전자공학과, 회로설계, 신호처리...
2025-09-29 18:08:57 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-09-29 18:08:57 | INFO | service.search.department_retriever | 학과 데이터 로드 완료: 80개 학과
2025-09-29 18:08:58 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2025-09-29 18:08:59 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2025-09-29 18:08:59 | INFO | service.search.class_retriever | 과목 데이터 로드 완료: 2562개 과목
2025-09-29 18:09:00 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
